raw_index,session_file,session_path,session_rel_path,session_source_dir,session_id,dbase_fileID,condition,condition_primary,social_context,drug,dreadd_target,dreadd_control_cohort,arena,arena_label,mouse_codes,mouse_type_1,mouse_type_2,mouse_type_3,n_animals,effective_n_animals,animal_keep_indices,animal_finite_fraction,animal_qc_status,animal_qc_notes,n_frames,n_nodes,n_coords,has_scores,score_dims,has_excluded_frames,excluded_frame_count,file_bytes,include_block1_dyadic,include_motif_discovery,motif_exclusion_reason,include_block2_egocentric,paper_include,exclusion_reason,file_modified,raw_database_file,manifest_schema_version,manifest_generated_by,condition_id,condition_raw,dyad_condition,condition_label,dyad_condition_label,condition_family_id,condition_family,condition_family_label,mouse_pair_label,arena_display_label,social_context_label,drug_label,dreadd_target_label,cohort_id,cohort_label,cohort_short_label,cohort_condition,cohort_condition_label,cohort_definition_source,cohort_definition_note,defined_contrast_set,defined_contrast_label,include_defined_primary_big_contrast,include_defined_primary_small_contrast,include_defined_wtwt_arena_contrast,include_defined_anesthetized_context,include_defined_pfc_chemogenetic,include_defined_dcn_chemogenetic,arena_condition,arena_condition_label,analysis_group_id,analysis_group_label,plot_group_label,label_text_safe_for_matlab
92,session_0092.mat,session_0092.mat,session_0092.mat,files2run,session_0082-10,0082-10,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9981;0.9991,ok,,95998,13,2,1,95998x13x2,0,0,27281577,1,1,,1,1,,04-Jun-2026 16:32:07,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
93,session_0093.mat,session_0093.mat,session_0093.mat,files2run,session_0082-20,0082-20,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9974;0.9986,ok,,95998,13,2,1,95998x13x2,0,0,26832801,1,1,,1,1,,04-Jun-2026 16:32:08,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
94,session_0094.mat,session_0094.mat,session_0094.mat,files2run,session_0301,0301,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9963;0.9979,ok,,38399,13,2,1,38399x13x2,0,0,11053116,1,1,,1,1,,04-Jun-2026 16:32:08,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
95,session_0095.mat,session_0095.mat,session_0095.mat,files2run,session_0302,0302,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9738;0.9712,ok,,38399,13,2,1,38399x13x2,0,0,10697086,1,1,,1,1,,04-Jun-2026 16:32:08,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
96,session_0096.mat,session_0096.mat,session_0096.mat,files2run,session_0303,0303,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9807;0.981,ok,,38399,13,2,1,38399x13x2,0,0,10656788,1,1,,1,1,,04-Jun-2026 16:32:09,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
97,session_0097.mat,session_0097.mat,session_0097.mat,files2run,session_0304,0304,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.989;0.9919,ok,,38399,13,2,1,38399x13x2,0,0,10519418,1,1,,1,1,,04-Jun-2026 16:32:09,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
98,session_0098.mat,session_0098.mat,session_0098.mat,files2run,session_0306,0306,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9878;0.9911,ok,,38399,13,2,1,38399x13x2,0,0,10438851,1,1,,1,1,,04-Jun-2026 16:32:09,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
99,session_0099.mat,session_0099.mat,session_0099.mat,files2run,session_0307,0307,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9898;0.9892,ok,,38399,13,2,1,38399x13x2,0,0,10965424,1,1,,1,1,,04-Jun-2026 16:32:09,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
100,session_0100.mat,session_0100.mat,session_0100.mat,files2run,session_0308,0308,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.989;0.9862,ok,,38399,13,2,1,38399x13x2,0,0,10495380,1,1,,1,1,,04-Jun-2026 16:32:09,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
101,session_0101.mat,session_0101.mat,session_0101.mat,files2run,session_0309,0309,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9765;0.979,ok,,38399,13,2,1,38399x13x2,0,0,10705560,1,1,,1,1,,04-Jun-2026 16:32:10,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
102,session_0102.mat,session_0102.mat,session_0102.mat,files2run,session_0310,0310,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9894;0.9911,ok,,38399,13,2,1,38399x13x2,0,0,10564945,1,1,,1,1,,04-Jun-2026 16:32:10,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
103,session_0103.mat,session_0103.mat,session_0103.mat,files2run,session_0311,0311,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9861;0.9891,ok,,38399,13,2,1,38399x13x2,0,0,10888058,1,1,,1,1,,04-Jun-2026 16:32:10,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
104,session_0104.mat,session_0104.mat,session_0104.mat,files2run,session_0312,0312,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9899;0.9896,ok,,38399,13,2,1,38399x13x2,0,0,10753514,1,1,,1,1,,04-Jun-2026 16:32:10,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
105,session_0105.mat,session_0105.mat,session_0105.mat,files2run,session_0313,0313,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9763;0.9793,ok,,38399,13,2,1,38399x13x2,0,0,10362718,1,1,,1,1,,04-Jun-2026 16:32:11,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
106,session_0106.mat,session_0106.mat,session_0106.mat,files2run,session_0314,0314,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.978;0.9824,ok,,38399,13,2,1,38399x13x2,0,0,10817008,1,1,,1,1,,04-Jun-2026 16:32:11,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
107,session_0107.mat,session_0107.mat,session_0107.mat,files2run,session_0315,0315,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9875;0.9901,ok,,38399,13,2,1,38399x13x2,0,0,10802178,1,1,,1,1,,04-Jun-2026 16:32:11,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
108,session_0108.mat,session_0108.mat,session_0108.mat,files2run,session_0316,0316,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9858;0.993,ok,,38399,13,2,1,38399x13x2,0,0,10835339,1,1,,1,1,,04-Jun-2026 16:32:11,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
109,session_0109.mat,session_0109.mat,session_0109.mat,files2run,session_0318,0318,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9853;0.9916,ok,,38399,13,2,1,38399x13x2,0,0,10807226,1,1,,1,1,,04-Jun-2026 16:32:11,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
110,session_0110.mat,session_0110.mat,session_0110.mat,files2run,session_0319,0319,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9793;0.9703,ok,,38399,13,2,1,38399x13x2,0,0,10799352,1,1,,1,1,,04-Jun-2026 16:32:11,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
111,session_0111.mat,session_0111.mat,session_0111.mat,files2run,session_0320,0320,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9885;0.9911,ok,,38399,13,2,1,38399x13x2,0,0,10889972,1,1,,1,1,,04-Jun-2026 16:32:11,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
112,session_0112.mat,session_0112.mat,session_0112.mat,files2run,session_0323,0323,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9879;0.9917,ok,,38399,13,2,1,38399x13x2,0,0,10792284,1,1,,1,1,,04-Jun-2026 16:32:12,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
113,session_0113.mat,session_0113.mat,session_0113.mat,files2run,session_0324,0324,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9828;0.9881,ok,,38399,13,2,1,38399x13x2,0,0,10450005,1,1,,1,1,,04-Jun-2026 16:32:12,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
114,session_0114.mat,session_0114.mat,session_0114.mat,files2run,session_0325,0325,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9858;0.9845,ok,,38399,13,2,1,38399x13x2,0,0,10391629,1,1,,1,1,,04-Jun-2026 16:32:12,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
115,session_0115.mat,session_0115.mat,session_0115.mat,files2run,session_0326,0326,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9901;0.9902,ok,,38399,13,2,1,38399x13x2,0,0,10440182,1,1,,1,1,,04-Jun-2026 16:32:12,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
116,session_0116.mat,session_0116.mat,session_0116.mat,files2run,session_0327,0327,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9716;0.9731,ok,,38399,13,2,1,38399x13x2,0,0,10258580,1,1,,1,1,,04-Jun-2026 16:32:13,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
117,session_0117.mat,session_0117.mat,session_0117.mat,files2run,session_0328,0328,M_WT,MUT,freely_moving_dyad,none,none,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9818;0.9914,ok,,38399,13,2,1,38399x13x2,0,0,10565390,1,1,,1,1,,04-Jun-2026 16:32:12,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mixed Pair,C2,cohort2:M_WT,C2 Mixed Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_WT,Small arena Mixed Pair,cohort2|small|M_WT,Cohort 2 small arena Mixed Pair,C2 small Mixed Pair,1
118,session_0118.mat,session_0118.mat,session_0118.mat,files2run,session_0701,3.70776e+09 2 1 1 1 1,M_M,MUT,freely_moving_dyad,none,none,0,S,small,2;2,MUT,MUT,,2,2,1;2,0.962;0.9621,ok,,57599,13,2,1,57599x13x2,0,0,16232817,1,1,,1,1,,04-Jun-2026 16:32:13,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mut Pair,C2,cohort2:M_M,C2 Mut Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_M,Small arena Mut Pair,cohort2|small|M_M,Cohort 2 small arena Mut Pair,C2 small Mut Pair,1
119,session_0119.mat,session_0119.mat,session_0119.mat,files2run,session_0702,3.70776e+09 2 1 1 2 1,M_M,MUT,freely_moving_dyad,none,none,0,S,small,2;2,MUT,MUT,,2,2,1;2,0.9481;0.9523,ok,,57599,13,2,1,57599x13x2,0,0,15996434,1,1,,1,1,,04-Jun-2026 16:32:14,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mut Pair,C2,cohort2:M_M,C2 Mut Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_M,Small arena Mut Pair,cohort2|small|M_M,Cohort 2 small arena Mut Pair,C2 small Mut Pair,1
120,session_0120.mat,session_0120.mat,session_0120.mat,files2run,session_0703,3.70776e+09 2 1 1 3 1,M_M,MUT,freely_moving_dyad,none,none,0,S,small,2;2,MUT,MUT,,2,2,1;2,0.9708;0.9633,ok,,57599,13,2,1,57599x13x2,0,0,16261339,1,1,,1,1,,04-Jun-2026 16:32:14,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mut Pair,C2,cohort2:M_M,C2 Mut Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_M,Small arena Mut Pair,cohort2|small|M_M,Cohort 2 small arena Mut Pair,C2 small Mut Pair,1
121,session_0121.mat,session_0121.mat,session_0121.mat,files2run,session_0704,3.70776e+09 2 1 1 4 1,M_M,MUT,freely_moving_dyad,none,none,0,S,small,2;2,MUT,MUT,,2,2,1;2,0.9284;0.9411,ok,,57599,13,2,1,57599x13x2,0,0,15780043,1,1,,1,1,,04-Jun-2026 16:32:14,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena Mut Pair,C2,cohort2:M_M,C2 Mut Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,0,0,0,0,small:M_M,Small arena Mut Pair,cohort2|small|M_M,Cohort 2 small arena Mut Pair,C2 small Mut Pair,1
